Restaurant ID,Restaurant Name,Location,Cuisine,Average Cost (per person),Rating,Votes,Sales (₹),Online Order
R102713,Restaurant_2713,Hyderabad,North Indian,159,3.2,217,575568,Yes
R102714,Restaurant_2714,Kolkata,Italian,941,3.8,1903,1356868,Yes
R102715,Restaurant_2715,Mumbai,North Indian,1228,4.2,3904,1031167,No
R102716,Restaurant_2716,Kolkata,South Indian,1021,3.0,3791,1867954,Yes
R102717,Restaurant_2717,Bangalore,Mexican,329,3.1,2118,1328473,No
R102718,Restaurant_2718,Jaipur,Fast Food,893,3.8,441,1968546,Yes
R102719,Restaurant_2719,Mumbai,Thai,530,4.8,3000,1128410,Yes
R102720,Restaurant_2720,Jaipur,South Indian,600,3.4,1499,1029062,No
R102721,Restaurant_2721,Chennai,Chinese,1266,3.5,278,500174,Yes
R102722,Restaurant_2722,Ahmedabad,Thai,543,3.0,3302,1307058,No
R102723,Restaurant_2723,Mumbai,Thai,1114,4.0,401,592273,Yes
R102724,Restaurant_2724,Kolkata,Fast Food,582,4.4,2322,1494098,Yes
R102725,Restaurant_2725,Bangalore,Chinese,1103,3.6,4087,188894,Yes
R102726,Restaurant_2726,Lucknow,Continental,1336,4.4,283,292234,No
R102727,Restaurant_2727,Chennai,South Indian,1095,3.3,315,733763,Yes
R102728,Restaurant_2728,Ahmedabad,Mughlai,1213,4.3,907,686776,No
R102729,Restaurant_2729,Lucknow,Japanese,915,3.1,548,501775,Yes
R102730,Restaurant_2730,Delhi,Mexican,1057,4.5,926,313086,Yes
R102731,Restaurant_2731,Chennai,Fast Food,234,4.6,2308,348843,Yes
R102732,Restaurant_2732,Bangalore,Mexican,933,4.5,4244,207853,Yes
R102733,Restaurant_2733,Hyderabad,South Indian,965,3.0,1694,86517,Yes
R102734,Restaurant_2734,Mumbai,Chinese,1264,4.2,2442,1057876,No
R102735,Restaurant_2735,Jaipur,Mughlai,1366,3.8,3374,1352917,Yes
R102736,Restaurant_2736,Bangalore,Japanese,1426,5.0,3001,1955284,Yes
R102737,Restaurant_2737,Mumbai,North Indian,1417,3.4,4669,459589,Yes
R102738,Restaurant_2738,Lucknow,Mughlai,856,4.4,2697,229723,No
R102739,Restaurant_2739,Jaipur,Fast Food,419,3.4,2306,1766355,Yes
R102740,Restaurant_2740,Pune,Mexican,990,3.5,1482,1443047,No
R102741,Restaurant_2741,Kolkata,Mughlai,1192,2.8,530,1411915,Yes
R102742,Restaurant_2742,Delhi,Italian,1213,3.1,3020,645096,Yes
R102743,Restaurant_2743,Chennai,Chinese,665,2.9,1715,1571945,No
R102744,Restaurant_2744,Bangalore,Chinese,1206,2.9,378,386438,No
R102745,Restaurant_2745,Delhi,Italian,599,2.5,3304,1179215,Yes
R102746,Restaurant_2746,Hyderabad,Thai,834,4.5,466,1415629,Yes
R102747,Restaurant_2747,Mumbai,Thai,774,3.7,2351,490365,No
R102748,Restaurant_2748,Mumbai,South Indian,1034,4.5,994,1242621,No
R102749,Restaurant_2749,Bangalore,Continental,468,4.0,2102,1142906,Yes
R102750,Restaurant_2750,Ahmedabad,North Indian,1297,4.6,2400,215819,Yes
R102751,Restaurant_2751,Ahmedabad,Italian,1496,3.8,1029,1714928,Yes
R102752,Restaurant_2752,Pune,South Indian,637,2.7,1706,1514340,Yes
R102753,Restaurant_2753,Kolkata,Mexican,600,4.0,2704,535334,Yes
R102754,Restaurant_2754,Jaipur,Italian,502,4.2,1501,1512014,Yes
R102755,Restaurant_2755,Hyderabad,Continental,1289,4.1,3061,1466164,No
R102756,Restaurant_2756,Delhi,Italian,1104,4.5,2833,1035355,Yes
R102757,Restaurant_2757,Ahmedabad,Continental,1186,4.3,4053,1991604,Yes
R102758,Restaurant_2758,Pune,Continental,469,3.6,1636,1103332,Yes
R102759,Restaurant_2759,Pune,Continental,1338,4.5,439,1138140,Yes
R102760,Restaurant_2760,Bangalore,Chinese,234,4.2,3778,1178426,Yes
R102761,Restaurant_2761,Hyderabad,Mughlai,397,2.8,899,94404,Yes
R102762,Restaurant_2762,Lucknow,Chinese,717,3.8,868,770928,Yes
R102763,Restaurant_2763,Jaipur,South Indian,833,4.3,3685,1414203,Yes
R102764,Restaurant_2764,Kolkata,Chinese,793,3.9,4157,982037,No
R102765,Restaurant_2765,Chennai,Chinese,628,4.9,2704,237114,Yes
R102766,Restaurant_2766,Bangalore,Mexican,862,2.8,4004,1041563,No
R102767,Restaurant_2767,Jaipur,Italian,517,4.3,4156,1347852,Yes
R102768,Restaurant_2768,Chennai,Chinese,506,4.6,539,267573,No
R102769,Restaurant_2769,Chennai,Japanese,557,4.3,2369,1299399,Yes
R102770,Restaurant_2770,Hyderabad,Continental,328,3.5,2978,1901549,Yes
R102771,Restaurant_2771,Hyderabad,Italian,1479,3.5,3213,1945460,No
R102772,Restaurant_2772,Delhi,Thai,516,4.0,2984,1382049,Yes
R102773,Restaurant_2773,Pune,Mexican,1209,3.5,1196,437215,Yes
R102774,Restaurant_2774,Jaipur,Mughlai,612,4.7,2873,954748,Yes
R102775,Restaurant_2775,Bangalore,Mexican,977,2.8,2555,1413654,Yes
R102776,Restaurant_2776,Mumbai,Continental,1319,4.1,861,496189,Yes
R102777,Restaurant_2777,Bangalore,Italian,295,2.8,105,1641936,Yes
R102778,Restaurant_2778,Delhi,Mughlai,529,3.9,757,1123844,No
R102779,Restaurant_2779,Kolkata,North Indian,317,4.3,1059,436075,Yes
R102780,Restaurant_2780,Pune,Fast Food,1448,2.9,4168,1464068,Yes
R102781,Restaurant_2781,Mumbai,Mexican,236,4.3,3898,78459,Yes
R102782,Restaurant_2782,Ahmedabad,Mughlai,303,2.8,3366,702866,Yes
R102783,Restaurant_2783,Kolkata,South Indian,646,4.1,4917,1850945,Yes
R102784,Restaurant_2784,Hyderabad,Mughlai,464,3.8,3539,1011386,Yes
R102785,Restaurant_2785,Chennai,Fast Food,872,3.2,4376,1032259,No
R102786,Restaurant_2786,Ahmedabad,Continental,1447,2.8,4355,844278,Yes
R102787,Restaurant_2787,Bangalore,Italian,913,4.3,1450,219225,Yes
R102788,Restaurant_2788,Bangalore,North Indian,411,3.5,1243,1985410,Yes
R102789,Restaurant_2789,Hyderabad,South Indian,636,2.7,1547,1936316,Yes
R102790,Restaurant_2790,Delhi,Mughlai,603,4.4,1300,1491165,Yes
R102791,Restaurant_2791,Jaipur,Japanese,592,3.1,922,186526,Yes
R102792,Restaurant_2792,Ahmedabad,Chinese,1435,4.3,2460,271317,No
R102793,Restaurant_2793,Ahmedabad,Continental,692,3.9,3600,299510,No
R102794,Restaurant_2794,Lucknow,Mexican,1278,3.0,1628,146236,Yes
R102795,Restaurant_2795,Kolkata,Mexican,499,2.7,524,1657759,No
R102796,Restaurant_2796,Pune,Fast Food,973,4.0,4340,1128254,No
R102797,Restaurant_2797,Kolkata,Continental,587,2.6,3616,1327538,Yes
R102798,Restaurant_2798,Jaipur,South Indian,318,2.7,4098,1209599,Yes
R102799,Restaurant_2799,Bangalore,Thai,1403,4.3,4674,1343976,Yes
R102800,Restaurant_2800,Bangalore,North Indian,172,3.8,320,1415472,Yes
R102801,Restaurant_2801,Bangalore,South Indian,1137,3.3,3601,1154759,No
R102802,Restaurant_2802,Lucknow,North Indian,825,3.8,4635,1089648,Yes
R102803,Restaurant_2803,Bangalore,Italian,430,4.0,4507,1892770,Yes
R102804,Restaurant_2804,Jaipur,Italian,871,3.9,3933,578714,Yes
R102805,Restaurant_2805,Hyderabad,Continental,402,4.1,2669,799943,No
R102806,Restaurant_2806,Pune,Continental,553,4.9,1044,1084470,Yes
R102807,Restaurant_2807,Jaipur,Mexican,282,3.5,818,117010,Yes
R102808,Restaurant_2808,Pune,Chinese,1447,3.3,594,1898059,Yes
R102809,Restaurant_2809,Jaipur,Fast Food,767,2.6,981,449205,Yes
R102810,Restaurant_2810,Bangalore,Chinese,381,2.9,140,1335440,Yes
R102811,Restaurant_2811,Hyderabad,South Indian,694,2.8,4383,767223,Yes
R102812,Restaurant_2812,Ahmedabad,Mexican,228,3.3,900,1107816,Yes
R102813,Restaurant_2813,Kolkata,North Indian,1208,4.0,3018,885999,No
R102814,Restaurant_2814,Chennai,Thai,644,2.6,4922,1750141,Yes
R102815,Restaurant_2815,Hyderabad,Mughlai,1283,4.3,3127,407475,Yes
R102816,Restaurant_2816,Ahmedabad,Japanese,1494,3.5,2709,88275,Yes
R102817,Restaurant_2817,Delhi,Italian,477,4.9,683,166854,Yes
R102818,Restaurant_2818,Jaipur,Chinese,1116,3.9,3278,1628646,Yes
R102819,Restaurant_2819,Delhi,Fast Food,839,4.4,1274,1313946,Yes
R102820,Restaurant_2820,Ahmedabad,Thai,533,4.7,1298,1254885,Yes
R102821,Restaurant_2821,Hyderabad,Thai,1405,4.7,1032,1635510,Yes
R102822,Restaurant_2822,Jaipur,Italian,1467,3.8,2560,1148016,Yes
R102823,Restaurant_2823,Chennai,Japanese,696,3.5,3900,1723768,Yes
R102824,Restaurant_2824,Bangalore,Continental,1347,3.9,4808,526861,No
R102825,Restaurant_2825,Jaipur,Thai,541,3.5,4043,1596149,Yes
R102826,Restaurant_2826,Jaipur,South Indian,1275,3.1,1039,212231,Yes
R102827,Restaurant_2827,Hyderabad,South Indian,1466,3.3,1666,1156494,Yes
R102828,Restaurant_2828,Hyderabad,Continental,1258,3.1,474,1000988,No
R102829,Restaurant_2829,Ahmedabad,North Indian,1058,3.2,1480,1183908,Yes
R102830,Restaurant_2830,Mumbai,Mexican,1374,2.7,1685,120859,Yes
R102831,Restaurant_2831,Jaipur,Continental,834,3.6,4250,209670,Yes
R102832,Restaurant_2832,Kolkata,Japanese,690,3.1,227,1079298,Yes
R102833,Restaurant_2833,Jaipur,South Indian,446,3.6,3826,363689,No
R102834,Restaurant_2834,Ahmedabad,Thai,205,4.5,769,1446720,Yes
R102835,Restaurant_2835,Pune,South Indian,1189,3.6,3178,454470,Yes
R102836,Restaurant_2836,Delhi,Mughlai,215,4.9,4554,362308,Yes
R102837,Restaurant_2837,Bangalore,Mexican,1107,2.9,3051,1785488,Yes
R102838,Restaurant_2838,Mumbai,Fast Food,1196,4.6,2839,695224,No
R102839,Restaurant_2839,Chennai,Mughlai,851,3.1,703,1133704,No
R102840,Restaurant_2840,Chennai,North Indian,909,4.8,2672,666533,No
R102841,Restaurant_2841,Chennai,Italian,635,3.1,3606,772842,Yes
R102842,Restaurant_2842,Hyderabad,Mughlai,970,4.4,3442,1888520,No
R102843,Restaurant_2843,Chennai,North Indian,1037,2.7,4453,1696518,No
R102844,Restaurant_2844,Bangalore,North Indian,1478,4.1,539,432431,No
R102845,Restaurant_2845,Delhi,Fast Food,326,3.0,1394,379031,No
R102846,Restaurant_2846,Chennai,Italian,344,4.2,657,491594,Yes
R102847,Restaurant_2847,Jaipur,Chinese,1186,4.1,3641,425265,Yes
R102848,Restaurant_2848,Jaipur,Continental,1025,4.8,4169,831137,Yes
R102849,Restaurant_2849,Hyderabad,Thai,315,4.1,802,200531,No
R102850,Restaurant_2850,Bangalore,Japanese,1323,3.5,3098,1643152,Yes
R102851,Restaurant_2851,Delhi,Japanese,706,3.0,4494,1093639,Yes
R102852,Restaurant_2852,Mumbai,Japanese,1347,4.1,4170,1483268,Yes
R102853,Restaurant_2853,Ahmedabad,Chinese,316,2.8,3511,322683,Yes
R102854,Restaurant_2854,Delhi,Continental,858,4.6,1064,1312095,Yes
R102855,Restaurant_2855,Ahmedabad,Japanese,867,3.1,4744,1240493,Yes
R102856,Restaurant_2856,Pune,Continental,246,3.8,1818,883302,Yes
R102857,Restaurant_2857,Ahmedabad,Thai,828,4.0,4946,1175278,No
R102858,Restaurant_2858,Kolkata,Japanese,553,3.4,1008,63467,No
R102859,Restaurant_2859,Jaipur,Italian,1250,4.2,1641,96436,Yes
R102860,Restaurant_2860,Bangalore,North Indian,1410,3.1,3311,1775967,Yes
R102861,Restaurant_2861,Lucknow,Japanese,440,2.6,2638,1578872,No
R102862,Restaurant_2862,Hyderabad,Continental,285,4.9,2588,1075281,No
R102863,Restaurant_2863,Kolkata,North Indian,1038,3.3,840,1071293,Yes
R102864,Restaurant_2864,Ahmedabad,Fast Food,1030,4.3,4317,570746,Yes
R102865,Restaurant_2865,Chennai,Japanese,516,3.8,4066,1324945,Yes
R102866,Restaurant_2866,Bangalore,Japanese,697,4.2,4444,359087,Yes
R102867,Restaurant_2867,Kolkata,Mughlai,1051,2.8,3148,249887,No
R102868,Restaurant_2868,Hyderabad,North Indian,397,3.8,697,1621060,Yes
R102869,Restaurant_2869,Jaipur,Japanese,915,3.5,4893,1613890,Yes
R102870,Restaurant_2870,Bangalore,Italian,1387,3.6,1525,1645980,Yes
R102871,Restaurant_2871,Hyderabad,Thai,219,4.9,2110,234240,Yes
R102872,Restaurant_2872,Pune,North Indian,895,2.8,1173,456234,Yes
R102873,Restaurant_2873,Pune,Thai,1145,4.4,665,983244,Yes
R102874,Restaurant_2874,Hyderabad,Mexican,478,3.3,1334,1994798,Yes
R102875,Restaurant_2875,Kolkata,Continental,1189,3.2,2375,1001316,Yes
R102876,Restaurant_2876,Bangalore,Fast Food,1347,3.2,3187,261090,No
R102877,Restaurant_2877,Kolkata,Mughlai,848,3.4,3722,1495231,Yes
R102878,Restaurant_2878,Mumbai,Italian,955,3.4,2905,1639560,Yes
R102879,Restaurant_2879,Ahmedabad,Fast Food,423,3.2,1673,590236,Yes
R102880,Restaurant_2880,Mumbai,Mughlai,673,4.2,3499,1598603,Yes
R102881,Restaurant_2881,Pune,Fast Food,368,2.6,2753,814306,Yes
R102882,Restaurant_2882,Jaipur,Fast Food,1173,3.3,1190,1034930,Yes
R102883,Restaurant_2883,Delhi,South Indian,662,3.2,2880,522511,No
R102884,Restaurant_2884,Ahmedabad,Continental,1284,4.4,548,373106,Yes
R102885,Restaurant_2885,Pune,Chinese,613,2.9,4732,398285,No
R102886,Restaurant_2886,Kolkata,Mughlai,1266,4.9,1153,1897200,Yes
R102887,Restaurant_2887,Kolkata,Italian,600,2.9,3139,1646226,Yes
R102888,Restaurant_2888,Kolkata,North Indian,1073,3.4,1802,1647935,Yes
R102889,Restaurant_2889,Jaipur,Fast Food,1082,3.0,4064,1484580,No
R102890,Restaurant_2890,Mumbai,Fast Food,628,3.2,663,1545783,Yes
R102891,Restaurant_2891,Delhi,Mughlai,465,4.4,3097,1489318,No
R102892,Restaurant_2892,Kolkata,Mexican,820,3.7,693,1360511,Yes
R102893,Restaurant_2893,Lucknow,Chinese,847,2.9,2918,1021451,No
R102894,Restaurant_2894,Ahmedabad,Fast Food,1142,2.6,4203,1559356,Yes
R102895,Restaurant_2895,Bangalore,Japanese,917,3.1,1185,207740,No
R102896,Restaurant_2896,Lucknow,South Indian,1412,4.9,4742,655514,Yes
R102897,Restaurant_2897,Delhi,Thai,1277,4.6,3749,1881747,Yes
R102898,Restaurant_2898,Jaipur,South Indian,1056,3.6,2412,1865491,Yes
R102899,Restaurant_2899,Delhi,Chinese,1027,3.7,211,1717982,Yes
R102900,Restaurant_2900,Bangalore,Japanese,1202,4.7,1871,148275,Yes
R102901,Restaurant_2901,Ahmedabad,South Indian,238,4.0,4469,1691543,No
R102902,Restaurant_2902,Bangalore,Thai,524,4.7,2815,386599,Yes
R102903,Restaurant_2903,Hyderabad,North Indian,513,3.7,3452,1225649,Yes
R102904,Restaurant_2904,Ahmedabad,Continental,296,3.0,2677,923742,Yes
R102905,Restaurant_2905,Delhi,North Indian,463,4.3,4043,1106150,Yes
R102906,Restaurant_2906,Kolkata,Continental,697,3.8,4905,289035,Yes
R102907,Restaurant_2907,Delhi,Mexican,945,4.2,4647,1501098,Yes
R102908,Restaurant_2908,Delhi,Mexican,1048,2.9,106,772573,No
R102909,Restaurant_2909,Ahmedabad,Mexican,250,4.1,3287,84811,Yes
R102910,Restaurant_2910,Hyderabad,South Indian,256,3.5,2394,437188,No
R102911,Restaurant_2911,Delhi,Mexican,1006,3.3,4952,450897,Yes
R102912,Restaurant_2912,Lucknow,Continental,1086,4.2,669,1585868,Yes
R102913,Restaurant_2913,Pune,North Indian,440,4.0,4924,737074,No
R102914,Restaurant_2914,Chennai,Mughlai,766,4.1,4924,249722,Yes
R102915,Restaurant_2915,Chennai,Fast Food,737,4.9,2663,1872790,No
R102916,Restaurant_2916,Delhi,Continental,1400,4.3,4311,1359839,Yes
R102917,Restaurant_2917,Lucknow,North Indian,745,4.1,2885,1800357,Yes
R102918,Restaurant_2918,Kolkata,North Indian,1126,4.0,715,710213,No
R102919,Restaurant_2919,Jaipur,Fast Food,1223,3.5,177,1191531,Yes
R102920,Restaurant_2920,Jaipur,Japanese,1017,4.6,3607,1336047,No
R102921,Restaurant_2921,Ahmedabad,Mughlai,1119,3.5,4221,1388182,Yes
R102922,Restaurant_2922,Chennai,Japanese,871,4.3,684,636453,No
R102923,Restaurant_2923,Delhi,Japanese,307,3.2,3658,1483706,Yes
R102924,Restaurant_2924,Jaipur,North Indian,477,2.9,3739,1326289,Yes
R102925,Restaurant_2925,Delhi,Thai,1250,2.8,4760,843031,Yes
R102926,Restaurant_2926,Ahmedabad,Italian,884,4.1,1035,1783382,Yes
R102927,Restaurant_2927,Chennai,Continental,782,3.3,2623,707701,Yes
R102928,Restaurant_2928,Bangalore,South Indian,1483,3.2,1206,891903,Yes
R102929,Restaurant_2929,Pune,Japanese,476,4.0,4586,1405732,No
R102930,Restaurant_2930,Pune,Mexican,657,2.6,3918,1615802,No
R102931,Restaurant_2931,Jaipur,South Indian,1019,3.1,293,1290573,Yes
R102932,Restaurant_2932,Pune,Chinese,1280,3.4,817,1738802,Yes
R102933,Restaurant_2933,Bangalore,Thai,390,4.3,3267,339361,Yes
R102934,Restaurant_2934,Delhi,South Indian,584,3.9,464,662680,Yes
R102935,Restaurant_2935,Ahmedabad,Fast Food,1201,4.6,3333,581696,No
R102936,Restaurant_2936,Bangalore,Italian,853,3.3,4394,347985,No
R102937,Restaurant_2937,Ahmedabad,Mughlai,1422,3.2,3156,464970,Yes
R102938,Restaurant_2938,Ahmedabad,Fast Food,738,2.6,2936,1878905,Yes
R102939,Restaurant_2939,Chennai,Japanese,562,4.9,911,1792249,Yes
R102940,Restaurant_2940,Delhi,Thai,718,3.8,4964,1745824,No
R102941,Restaurant_2941,Lucknow,Thai,1338,3.8,3407,1207607,Yes
R102942,Restaurant_2942,Pune,Japanese,1138,4.8,3983,1296099,Yes
R102943,Restaurant_2943,Lucknow,Italian,1221,3.2,3814,1442901,Yes
R102944,Restaurant_2944,Chennai,North Indian,633,3.3,259,1530074,Yes
R102945,Restaurant_2945,Ahmedabad,South Indian,1331,4.1,2207,1932820,Yes
R102946,Restaurant_2946,Jaipur,Mexican,817,4.5,2427,954439,Yes
R102947,Restaurant_2947,Pune,Japanese,300,4.2,2239,702617,No
R102948,Restaurant_2948,Pune,Mexican,374,4.5,725,1418022,Yes
R102949,Restaurant_2949,Delhi,South Indian,1433,3.9,1405,1593136,No
R102950,Restaurant_2950,Hyderabad,Italian,405,4.7,75,120439,Yes
R102951,Restaurant_2951,Mumbai,North Indian,210,3.9,2743,965327,No
R102952,Restaurant_2952,Mumbai,Mughlai,545,3.1,1700,882035,No
R102953,Restaurant_2953,Mumbai,Italian,1335,3.9,3008,1412534,Yes
R102954,Restaurant_2954,Hyderabad,Mexican,529,4.3,4507,1339138,Yes
R102955,Restaurant_2955,Delhi,Thai,498,4.1,1732,1792945,Yes
R102956,Restaurant_2956,Hyderabad,Thai,180,3.1,4505,563168,Yes
R102957,Restaurant_2957,Mumbai,Chinese,220,2.6,2016,794217,No
R102958,Restaurant_2958,Chennai,Continental,546,3.1,3336,609028,No
R102959,Restaurant_2959,Bangalore,Fast Food,151,5.0,1045,1002446,Yes
R102960,Restaurant_2960,Ahmedabad,Fast Food,1078,3.0,126,231551,No
R102961,Restaurant_2961,Hyderabad,Japanese,711,3.7,2192,333418,Yes
R102962,Restaurant_2962,Delhi,Mexican,1308,4.1,1006,733821,Yes
R102963,Restaurant_2963,Delhi,Fast Food,295,4.7,3094,417170,Yes
R102964,Restaurant_2964,Lucknow,Fast Food,328,4.4,267,1947850,Yes
R102965,Restaurant_2965,Bangalore,Italian,413,4.8,3996,794594,Yes
R102966,Restaurant_2966,Jaipur,Mughlai,1484,4.0,2465,1894039,No
R102967,Restaurant_2967,Pune,Mexican,353,4.7,3395,286624,Yes
R102968,Restaurant_2968,Mumbai,Chinese,848,3.2,1517,1929804,Yes
R102969,Restaurant_2969,Jaipur,Mughlai,1203,3.6,4832,1192001,Yes
R102970,Restaurant_2970,Lucknow,Chinese,208,4.6,2922,1454480,Yes
R102971,Restaurant_2971,Mumbai,Mexican,1182,3.3,82,892310,Yes
R102972,Restaurant_2972,Bangalore,North Indian,1137,4.7,2969,853363,Yes
R102973,Restaurant_2973,Lucknow,North Indian,1497,3.4,3537,357266,Yes
R102974,Restaurant_2974,Mumbai,Fast Food,316,3.4,474,1831330,Yes
R102975,Restaurant_2975,Bangalore,Japanese,1056,3.3,4932,1947129,Yes
R102976,Restaurant_2976,Kolkata,Thai,1047,3.9,3128,1030442,Yes
R102977,Restaurant_2977,Jaipur,Italian,940,2.8,4884,896402,Yes
R102978,Restaurant_2978,Jaipur,Fast Food,391,2.6,4912,793009,Yes
R102979,Restaurant_2979,Pune,Continental,1057,4.7,1867,1586836,Yes
R102980,Restaurant_2980,Bangalore,North Indian,1333,4.8,3976,1399040,Yes
R102981,Restaurant_2981,Hyderabad,Fast Food,926,2.7,4068,1299060,No
R102982,Restaurant_2982,Kolkata,Thai,1408,3.9,4344,1841737,Yes
R102983,Restaurant_2983,Chennai,Chinese,348,3.8,764,1943677,Yes
R102984,Restaurant_2984,Mumbai,Chinese,1206,3.4,3257,217631,No
R102985,Restaurant_2985,Kolkata,South Indian,557,3.9,4030,134791,Yes
R102986,Restaurant_2986,Bangalore,Italian,1262,3.6,4433,417990,Yes
R102987,Restaurant_2987,Ahmedabad,Japanese,370,3.7,2074,1099150,No
R102988,Restaurant_2988,Mumbai,Chinese,1242,4.4,3923,444317,No
R102989,Restaurant_2989,Delhi,South Indian,1467,3.8,3779,1090413,No
R102990,Restaurant_2990,Jaipur,North Indian,1410,3.3,2664,329903,Yes
R102991,Restaurant_2991,Bangalore,Chinese,1333,4.0,860,1355338,Yes
R102992,Restaurant_2992,Delhi,Japanese,989,4.1,2505,669326,No
R102993,Restaurant_2993,Pune,Fast Food,937,4.2,2080,1398722,Yes
R102994,Restaurant_2994,Lucknow,Thai,1463,4.0,1835,1184444,No
R102995,Restaurant_2995,Chennai,Continental,703,4.2,2022,1884315,Yes
R102996,Restaurant_2996,Chennai,Chinese,727,3.3,766,915784,Yes
R102997,Restaurant_2997,Delhi,Continental,682,3.6,874,1302058,Yes
R102998,Restaurant_2998,Jaipur,Continental,484,4.2,1777,850751,Yes
R102999,Restaurant_2999,Pune,Continental,1170,4.4,2282,1471846,Yes
R103000,Restaurant_3000,Ahmedabad,Mughlai,395,3.6,812,136384,Yes
R103001,Restaurant_3001,Jaipur,Continental,1496,3.4,71,743973,Yes
R103002,Restaurant_3002,Kolkata,Mughlai,760,4.3,2309,73909,Yes
R103003,Restaurant_3003,Chennai,Thai,478,3.1,4611,1250429,Yes
R103004,Restaurant_3004,Kolkata,Continental,696,2.5,3355,498158,Yes
R103005,Restaurant_3005,Mumbai,South Indian,488,3.7,4317,291090,Yes
R103006,Restaurant_3006,Hyderabad,Continental,1344,2.9,4942,1064676,No
R103007,Restaurant_3007,Bangalore,Mexican,1283,3.4,1591,315894,Yes
R103008,Restaurant_3008,Pune,Italian,1143,3.2,4389,1019790,No
R103009,Restaurant_3009,Jaipur,South Indian,956,4.4,470,784020,Yes
R103010,Restaurant_3010,Chennai,Japanese,1183,3.3,3594,1591395,Yes
R103011,Restaurant_3011,Kolkata,Chinese,1375,4.1,4486,1217870,No
R103012,Restaurant_3012,Lucknow,Thai,1430,4.2,2033,143177,Yes
R103013,Restaurant_3013,Mumbai,Thai,1435,3.6,172,1246918,Yes
R103014,Restaurant_3014,Bangalore,Mexican,842,2.7,483,534886,Yes
R103015,Restaurant_3015,Bangalore,Mexican,579,4.3,4215,1241647,Yes
R103016,Restaurant_3016,Jaipur,Mexican,1239,2.7,4796,242200,No
R103017,Restaurant_3017,Pune,Mexican,955,2.7,3532,1084238,No
R103018,Restaurant_3018,Ahmedabad,Mexican,761,3.0,2934,1391826,No
R103019,Restaurant_3019,Lucknow,North Indian,184,3.2,2688,1185386,Yes
R103020,Restaurant_3020,Jaipur,Fast Food,706,4.6,3927,155306,No
R103021,Restaurant_3021,Kolkata,Thai,640,4.2,1665,335129,Yes
R103022,Restaurant_3022,Hyderabad,Mexican,403,3.5,3858,1628391,Yes
R103023,Restaurant_3023,Delhi,Chinese,166,4.9,276,1745446,Yes
R103024,Restaurant_3024,Ahmedabad,North Indian,410,3.1,585,236120,Yes
R103025,Restaurant_3025,Pune,South Indian,1429,4.0,1172,725201,No
R103026,Restaurant_3026,Mumbai,South Indian,877,4.6,4415,1515733,Yes
R103027,Restaurant_3027,Ahmedabad,Mughlai,650,4.5,3584,348210,Yes
R103028,Restaurant_3028,Chennai,Fast Food,1165,2.7,708,1568918,No
R103029,Restaurant_3029,Pune,South Indian,435,4.2,3157,1024158,No
R103030,Restaurant_3030,Hyderabad,Mexican,156,3.1,2371,1274980,Yes
R103031,Restaurant_3031,Chennai,Thai,1372,3.4,1216,490163,Yes
R103032,Restaurant_3032,Ahmedabad,Mughlai,808,3.7,2021,1325606,Yes
R103033,Restaurant_3033,Delhi,Italian,1086,4.5,66,497644,Yes
R103034,Restaurant_3034,Delhi,North Indian,201,2.9,1953,682844,Yes
R103035,Restaurant_3035,Hyderabad,Italian,392,2.8,1662,1673542,Yes
R103036,Restaurant_3036,Bangalore,Italian,1392,2.9,3756,1276948,Yes
R103037,Restaurant_3037,Lucknow,Mexican,667,3.0,485,1618366,Yes
R103038,Restaurant_3038,Mumbai,Italian,1119,2.6,4121,1471926,Yes
R103039,Restaurant_3039,Bangalore,Italian,258,4.8,3505,560054,Yes
R103040,Restaurant_3040,Delhi,South Indian,1070,3.3,2054,358393,No
R103041,Restaurant_3041,Delhi,Japanese,215,2.9,2783,117692,No
R103042,Restaurant_3042,Kolkata,Mughlai,1183,4.1,312,126151,Yes
R103043,Restaurant_3043,Chennai,Italian,351,4.5,2491,1883085,Yes
R103044,Restaurant_3044,Ahmedabad,Fast Food,1050,4.4,857,1887802,Yes
R103045,Restaurant_3045,Mumbai,Chinese,363,4.3,2562,1064144,No
R103046,Restaurant_3046,Hyderabad,Mughlai,217,2.6,407,152547,Yes
R103047,Restaurant_3047,Ahmedabad,Fast Food,908,4.5,2451,1056250,Yes
R103048,Restaurant_3048,Kolkata,Chinese,1015,3.8,1324,98128,Yes
R103049,Restaurant_3049,Delhi,Italian,476,4.1,4521,1036082,Yes
